OG7_0000583	apis|A0A8R2JQ71
OG7_0005950	apis|A0A8R1W4T5
OG7_0002904	apis|A0A8R2D419
OG7_0004859	ahos|F4B738
OG7_0002908	apis|A0A8R2ABU2
OG7_0003307	apis|A0A8R2JUN7
OG7_0005847	apis|A0A8R1TGA6
OG7_0000895	apis|A0A8R1X1C6
OG7_0001265	apis|A0A8R1W3U6
OG7_0002586	apis|C4WSH2
OG7_0003565	apis|A0A8R1VZB4
OG7_0001448	apis|A0A8R2JUT5
OG7_0004482	ahos|F4B896
OG7_0005690	apis|A0A8R2NKN2
OG7_0008296	apis|A0A8R2AAW0
OG7_0004772	ahos|F4B415
OG7_0007016	apis|A0A8R2D3J7
OG7_0001444	apis|A0A8R1W343
OG7_0002549	apis|C4WS40
OG7_0003431	apis|A0A8R1W9V3
OG7_0008089	apis|A0A8R2H649
OG7_0000811	apis|A0A8R2A640
OG7_0007829	apis|A0A8R2D748
OG7_0007333	apis|C4WW04
OG7_0008046	apis|A0A8R2FD36
OG7_0001735	apis|A0A8R2FC02
OG7_0006751	apis|A0A8R2A8I2
OG7_0005637	apis|A0A8R2D6W9
OG7_0002923	apis|A0A8R2A2N7
OG7_0002200	apis|A0A8R2JVJ6
OG7_0000405	apis|A0A8R1W0T8
OG7_0003073	apis|A0A8R2JLH2
OG7_0007579	apis|A0A8R2NUW6
OG7_0004279	ahos|F4B5V1
OG7_0000310	apis|A0A8R2ABZ9
OG7_0006425	apis|A0A8R2B5X2
OG7_0005258	apis|A0A8R1X0X3
OG7_0008505	apis|A0A8R1W1I2
OG7_0003113	apis|A0A8R2D263
OG7_0002146	apis|A0A8R2JUB0
OG7_0005254	apis|A0A8R1W2G8
OG7_0002755	apis|A0A8R2D7N0
OG7_0006276	apis|A0A8R1W145
OG7_0002189	apis|C4WWT7
OG7_0007665	apis|A0A8R2B9E3
OG7_0008326	apis|A0A8R2D741
OG7_0007907	apis|C4WU79
OG7_0008367	apis|A0A8R2AEL1
OG7_0002421	apis|A0A8R2A6Z3
OG7_0005503	apis|A0A8R1W1M7
OG7_0006437	apis|A0A8R2A588
OG7_0004960	ahos|F4B9S5
OG7_0000820	ahos|F4B6K9
OG7_0004738	ahos|F4BA47
OG7_0006800	apis|A0A8R1W363
OG7_0008623	apis|A0A8R2B7E1
OG7_0005906	apis|C4WV25
OG7_0005793	apis|A0A8R1W503
OG7_0004734	ahos|F4B8L3
OG7_0007741	apis|A0A8R1W651
OG7_0005588	apis|C4WYG8
OG7_0006301	apis|A0A8R2NR89
OG7_0000570	apis|A0A8R2D6Y4
OG7_0005625	apis|A0A8R2ACP3
OG7_0001727	apis|A0A8R2H7W8
OG7_0005584	apis|A0A8R2AEB3
OG7_0001766	apis|C4WX81
OG7_0000321	apis|A0A8R1W3S6
OG7_0007319	apis|A0A8R2A703
OG7_0003668	apis|A0A8R2JTX4
OG7_0004422	ahos|F4B592
OG7_0008470	apis|A0A8R2ACT0
OG7_0000041	apis|A0A8R2NTV4
OG7_0002526	apis|A0A8R2A4I7
OG7_0005832	apis|C4WUP9
OG7_0002567	apis|C4WRN0
OG7_0003664	apis|A0A8R2H4A1
OG7_0003162	apis|A0A8R2F9Z8
OG7_0002305	ahos|F4B3S0
OG7_0002876	apis|A0A8R2B9H8
OG7_0005869	apis|C4WVS5
OG7_0007636	apis|A0A8R1W5H4
OG7_0003139	apis|A0A8R1XJT0
OG7_0000215	apis|C4WU78
OG7_0002410	ahos|F4BA76
OG7_0006775	apis|C4WWB7
OG7_0007452	apis|A0A8R1VZC6
OG7_0002256	apis|A0A8R1W5Y6
OG7_0002983	apis|A0A8R2JQE6
OG7_0005148	apis|A0A8R2H6M4
OG7_0005642	apis|A0A8R2AGQ3
OG7_0001861	apis|A0A8R1X0M2
OG7_0006485	apis|A0A8R1W814
OG7_0003919	apis|A0A8R2NNB0
OG7_0005017	ahos|F4B8W4
OG7_0005144	apis|A0A8R2AB93
OG7_0008029	apis|A0A8R2BAA2
OG7_0001360	apis|A0A8R1W5Q8
OG7_0007889	apis|A0A8R2F928
OG7_0002002	apis|A0A8R1WYZ4
OG7_0000291	apis|A0A8R2F9K2
OG7_0007846	apis|A0A8R2A5R4
OG7_0001236	apis|A0A8R2B1T7
OG7_0002771	apis|A0A8R1W8R2
OG7_0003536	apis|A0A8R2D5C1
OG7_0008386	apis|A0A8R2AE36
OG7_0002481	apis|A0A8R2A4Q2
OG7_0008349	apis|C4WWY2
OG7_0008608	apis|A0A8R2NNC2
OG7_0007564	apis|A0A8R1W4T6
OG7_0003757	apis|A0A8R1W7G0
OG7_0006490	apis|A0A8R2D7U9
OG7_0004264	ahos|F4B5E2
OG7_0007568	apis|C4WSP7
OG7_0004445	ahos|F4B5A4
OG7_0008604	apis|A0A8R2B543
OG7_0005177	apis|A0A8R2A6Y2
OG7_0008102	apis|A0A8R2F966
OG7_0004268	ahos|F4B822
OG7_0002129	apis|A0A8R1W4I0
OG7_0005252	apis|Q1ZZQ9
OG7_0007165	apis|A0A8R1W3E1
OG7_0002689	apis|A0A8R2D236
OG7_0008497	apis|A0A8R2H434
OG7_0002646	apis|A0A8R2A9M4
OG7_0003613	apis|A0A8R2AC68
OG7_0001425	apis|C4WRZ2
OG7_0000357	apis|A0A8R2NV49
OG7_0005006	ahos|F4B9P9
OG7_0000443	apis|A0A8R2A8U6
OG7_0001751	apis|A0A8R2A4U8
OG7_0006735	apis|A0A8R1W604
OG7_0004060	ahos|F4B466
OG7_0005137	apis|C4WXA3
OG7_0008543	apis|A0A8R1W1B7
OG7_0003867	apis|A0A8R2NKY1
OG7_0003826	apis|A0A8R1W1N5
OG7_0001276	apis|A0A8R2B558
OG7_0002731	apis|A0A8R1W4X9
OG7_0003576	apis|A0A8R2B4L0
OG7_0005545	apis|A0A8R2B454
OG7_0000597	apis|A0A8R2D6S6
OG7_0000941	apis|A0A8R2D0X8
OG7_0002261	apis|A0A8R2FC91
OG7_0001856	apis|A0A8R2JTI1
OG7_0000530	ahos|F4B5W8
OG7_0002902	apis|A0A8R1VYJ9
OG7_0007513	apis|A0A8R2A718
OG7_0006787	apis|A0A8R2D656
OG7_0003019	apis|A0A8R2F8Y5
OG7_0005190	apis|A0A8R2B3N0
OG7_0001442	apis|A0A8R2FC24
OG7_0005917	apis|A0A8R2D2E6
OG7_0004488	ahos|F4B656
OG7_0004774	ahos|F4B7K5
OG7_0004213	ahos|F4B7G2
OG7_0006477	apis|A0A8R1XIW8
OG7_0002083	apis|A0A8R2H5V6
OG7_0004778	ahos|F4B6G0
OG7_0004484	ahos|F4B4L9
OG7_0004747	ahos|F4B3Z4
OG7_0006265	apis|A0A8R1W4J0
OG7_0006448	apis|A0A8R2NSG3
OG7_0003179	apis|A0A8R2B5Q9
OG7_0005522	apis|A0A8R2JS77
OG7_0007676	apis|A0A8R1W123
OG7_0005185	apis|A0A8R2B6C9
OG7_0002836	apis|A0A8R2ADJ9
OG7_0005759	apis|A0A8R1VYH0
OG7_0003455	apis|A0A8R2B578
OG7_0006444	apis|A0A8R2H6S0
OG7_0005872	apis|A0A8R2D2I5
OG7_0008183	apis|A0A8R1XII8
OG7_0003721	apis|A0A8R2NKU6
OG7_0008430	apis|C4WUE3
OG7_0002404	ahos|F4B560
OG7_0003195	apis|A0A8R2FAC5
OG7_0004003	apis|A0A8R2A688
OG7_0001509	apis|A0A8R1W6Z9
OG7_0000383	apis|A0A8R2F8S9
OG7_0003209	apis|A0A8R1W071
OG7_0002408	apis|A0A8R2A2K5
OG7_0001812	apis|A0A8R1W9Q6
OG7_0007054	apis|A0A8R2A1R8
OG7_0001948	apis|A0A8R1WYL8
OG7_0004982	ahos|F4B4A7
OG7_0007058	apis|A0A8R2JQD9
OG7_0003931	apis|A0A8R2NK00
OG7_0001090	apis|C4WXZ2
OG7_0001944	apis|A0A8R2H4Z8
OG7_0001085	ahos|F4B5G3
OG7_0007897	apis|A0A8R2ACX9
OG7_0006942	apis|A0A8R2H9J7
OG7_0001977	apis|A0A8R2JN50
OG7_0003433	apis|A0A8R1WZB4
OG7_0007640	apis|A0A8R1W4B5
OG7_0000758	apis|A0A8R2NP63
OG7_0006814	apis|A0A8R2F8G0
OG7_0000754	apis|A0A8R1W6J2
OG7_0005450	apis|A0A8R2ADA0
OG7_0006818	apis|C4WW54
OG7_0003180	apis|A0A8R2B483
OG7_0004348	ahos|F4B7L0
OG7_0001382	apis|A0A8R2A7J4
OG7_0006753	apis|C4WU50
OG7_0005216	apis|C4WUF8
OG7_0008610	apis|A0A8R2JS32
OG7_0008232	apis|C4WV72
OG7_0007331	apis|A0A8R2NND2
OG7_0004344	ahos|F4B7Z0
OG7_0002057	apis|A0A8R2B9J9
OG7_0000813	apis|A0A8R2JM17
OG7_0007830	apis|C4WWV2
OG7_0008269	apis|A0A8R2B8Z9
OG7_0007407	apis|C4WVH4
OG7_0004609	ahos|F4B561
OG7_0001106	apis|A0A8R2NNB6
OG7_0002670	apis|A0A8R2H829
OG7_0003071	apis|A0A8R2A287
OG7_0002921	apis|A0A8R1W6E6
OG7_0008157	apis|C4WY79
OG7_0006606	apis|A0A8R2A0A7
OG7_0000667	apis|A0A8R2A4V9
OG7_0003540	apis|A0A8R2A1R1
OG7_0001037	apis|A0A8R2JQT6
OG7_0000626	apis|A0A8R1W5X1
OG7_0003111	apis|A0A8R1W2U7
OG7_0001240	apis|A0A8R1W5A4
OG7_0003702	apis|A0A8R2D4K1
OG7_0004024	apis|A0A8R2NK99
OG7_0005501	apis|A0A8R2D5Y8
OG7_0006388	apis|A0A8R2FBL0
OG7_0002423	apis|A0A8R2FDR0
OG7_0000905	apis|A0A8R2D5C4
OG7_0002898	apis|A0A8R2NM17
OG7_0006384	apis|A0A8R2H3N7
OG7_0004028	apis|A0A8R2AEV1
OG7_0004377	ahos|F4B8G4
OG7_0006925	apis|A0A8R1TF63
OG7_0002894	apis|A0A8R2A0E2
OG7_0007958	apis|A0A8R1W4R4
OG7_0003031	apis|A0A8R2JQT9
OG7_0002630	apis|A0A8R2FCG7
OG7_0007416	apis|A0A8R2A1Y3
OG7_0001990	apis|A0A8R2BAU2
OG7_0001117	apis|A0A8R2HCN4
OG7_0006322	apis|A0A8R2BAP9
OG7_0001044	apis|A0A8R2JMZ4
OG7_0002212	apis|A0A8R2JMP0
OG7_0007954	apis|A0A8R2A7Q6
OG7_0000302	apis|A0A8R2FB85
OG7_0007870	apis|C4WYE6
OG7_0001048	ahos|F4B5Q8
OG7_0004082	ahos|F4B3Y4
OG7_0007371	apis|C4WXT9
OG7_0000186	apis|A0A8R2NRS4
OG7_0006863	apis|A0A8R2B6G8
OG7_0004796	ahos|F4B943
OG7_0005207	apis|C4WWX4
OG7_0004903	ahos|F4B7Y4
OG7_0006150	apis|C4WXN8
OG7_0004220	ahos|F4B853
OG7_0008272	apis|A0A8R1W1S6
OG7_0000149	apis|A0A8R1WY62
OG7_0007520	apis|A0A8R2AAZ1
OG7_0004815	ahos|F4B3W0
OG7_0007698	apis|C4WUR1
OG7_0004337	ahos|F4B438
OG7_0006799	apis|A0A8R2A6W0
OG7_0001650	apis|A0A8R2AG36
OG7_0007694	apis|A0A8R2A7T2
OG7_0007192	apis|C4WWQ6
OG7_0001077	ahos|F4B9Q6
OG7_0001328	apis|A0A8R2JS19
OG7_0004401	ahos|F4B4H3
OG7_0006617	apis|A0A8R1WZ64
OG7_0001985	apis|A0A8R2NTT1
OG7_0006042	apis|A0A8R2A873
OG7_0001324	apis|C4WXW9
OG7_0007705	apis|C4WXP9
OG7_0003971	apis|A0A8R2B4E5
OG7_0003620	apis|A0A8R1W5W1
OG7_0002021	apis|A0A8R2NPE4
OG7_0000546	apis|A0A8R2AGP2
OG7_0004891	ahos|F4B9X2
OG7_0000589	apis|A0A8R2NJW6
OG7_0001303	apis|A0A8R2H492
OG7_0006292	apis|A0A8R2F9V2
OG7_0004390	ahos|F4B8Y1
OG7_0002957	apis|A0A8R2ACR1
OG7_0003358	apis|A0A8R2A8Q2
OG7_0003354	apis|A0A8R2FBM4
OG7_0006345	apis|C4WTZ9
OG7_0000868	apis|A0A8R2A2W5
OG7_0004928	ahos|F4B5K8
OG7_0003783	apis|A0A8R1VYA3
OG7_0006025	apis|A0A8R2A2T2
OG7_0002840	apis|A0A8R1W6N2
OG7_0004924	ahos|F4B9T1
OG7_0003473	apis|A0A8R2D319
OG7_0008121	apis|A0A8R2B9G5
OG7_0000005	apis|A0A8R2JSU7
OG7_0000864	apis|A0A8R2AAJ7
OG7_0002719	apis|A0A8R2H2F7
OG7_0004385	ahos|F4B3U5
OG7_0003594	apis|A0A8R2A6S5
OG7_0001937	apis|A0A8R2FAM1
OG7_0002697	apis|A0A8R2HBH0
OG7_0008446	apis|A0A8R2JVP3
OG7_0001294	apis|A0A8R2FBR3
OG7_0007250	apis|A0A8R1ZYN7
OG7_0003598	apis|A0A8R1W5N6
OG7_0002341	apis|A0A8R2A647
OG7_0004550	ahos|F4B7F1
OG7_0008489	apis|A0A8R1X1K0
OG7_0001298	apis|A0A8R2F7I3
OG7_0004330	ahos|F4B6K6
OG7_0003459	apis|A0A8R2JLF2
OG7_0001657	apis|C4WWW8
OG7_0002254	apis|A0A8R2BBP3
OG7_0005755	apis|C4WY24
OG7_0005189	apis|A0A8R2NK69
OG7_0005146	apis|A0A8R1VZX2
OG7_0007912	apis|A0A8R2A5M2
OG7_0003175	apis|A0A8R1W037
OG7_0006269	apis|A0A8R1W4Y0
OG7_0002258	ahos|F4B6L4
OG7_0005421	apis|A0A8R1VZE6
OG7_0007848	apis|C4WVV4
OG7_0003882	apis|A0A8R2NQ10
OG7_0002503	ahos|F4B6V3
OG7_0001070	apis|A0A8R2B9S6
OG7_0007844	apis|A0A8R1W5Q1
OG7_0004831	ahos|F4B9R7
OG7_0006232	apis|A0A8R2AI48
OG7_0006610	apis|A0A8R1WB44
OG7_0008384	apis|A0A8R2H970
OG7_0001541	apis|J9JMX8
OG7_0002637	apis|C4WT97
OG7_0003534	apis|A0A8R2A970
OG7_0001997	apis|A0A8R2F6Z0
OG7_0001110	apis|A0A8R2JR00
OG7_0003241	apis|A0A8R2B6I9
OG7_0001234	apis|A0A8R2A5V9
OG7_0003538	apis|A0A8R1W6N6
OG7_0008388	apis|C4WVY4
OG7_0001238	apis|A0A8R2FD54
OG7_0007877	apis|A0A8R2B6N6
OG7_0004266	ahos|F4B7Q0
OG7_0007566	apis|A0A8R1W7H6
OG7_0007527	apis|A0A8R2D3L8
OG7_0005923	apis|A0A8R2B4M2
OG7_0003015	apis|A0A8R2NUH8
OG7_0005200	apis|A0A8R2D4V5
OG7_0008606	apis|C4WS39
OG7_0004227	ahos|F4B5C1
OG7_0006157	apis|A0A8R2A844
OG7_0002847	apis|A0A8R2D3U9
OG7_0005908	apis|A0A8R2A998
OG7_0006681	apis|A0A8R1WAK5
OG7_0004736	ahos|F4B7Y5
OG7_0005904	apis|A0A8R2AFM7
OG7_0005549	apis|A0A8R1W441
OG7_0001930	apis|A0A8R2JVP2
OG7_0002690	apis|A0A8R2JU60
OG7_0003091	apis|A0A8R2JQV0
OG7_0001768	apis|A0A8R2AYD0
OG7_0004557	ahos|F4B3Y6
OG7_0001764	apis|A0A8R2NPH5
OG7_0007257	apis|A0A8R1W8M0
OG7_0003312	apis|A0A8R2B405
OG7_0005586	apis|A0A8R1VZT5
OG7_0002524	ahos|F4B978
OG7_0001429	apis|A0A8R1VZK6
OG7_0003627	apis|A0A8R2A3H3
OG7_0006762	apis|A0A8R2A5N9
OG7_0002528	apis|C4WUM8
OG7_0002685	apis|A0A8R1W4B2
OG7_0003666	apis|A0A8R1W3G9
OG7_0007169	apis|A0A8R2AC33
OG7_0007638	apis|A0A8R2JLY8
OG7_0002874	apis|C4WRY0
OG7_0001181	apis|A0A8R2JNU0
OG7_0004397	ahos|F4B6F6
OG7_0006739	apis|A0A8R1W0Z7
OG7_0002950	apis|A0A8R2NQ26
OG7_0004641	ahos|F4B8M9
OG7_0007634	apis|A0A8R2H9A9
OG7_0007132	apis|A0A8R2JP26
OG7_0002878	apis|A0A8R2NTG5
OG7_0007890	apis|A0A8R2AZ58
OG7_0008345	apis|C4WUM6
OG7_0001858	apis|A0A8R2F7D3
OG7_0001970	apis|A0A8R2AF21
OG7_0001621	apis|A0A8R2JM43
OG7_0001854	apis|A0A8R2NQS6
OG7_0002125	apis|A0A8R2H4N1
OG7_0007012	apis|A0A8R2A9Q9
OG7_0004776	ahos|F4B7P4
OG7_0008292	apis|A0A8R2F9Z9
OG7_0007647	apis|A0A8R2JL36
OG7_0004449	ahos|F4B4J2
OG7_0003187	apis|A0A8R1W4S7
OG7_0004486	ahos|F4B4B6
OG7_0007391	apis|A0A8R2A8F1
OG7_0003803	apis|A0A8R1W497
OG7_0002582	ahos|F4B634
OG7_0005457	apis|A0A8R1VYW2
OG7_0005343	apis|A0A8R2D7P9
OG7_0007674	apis|A0A8R2A262
OG7_0003915	apis|A0A8R2A305
OG7_0006489	apis|A0A8R2D1G5
OG7_0005023	ahos|F4B904
OG7_0007172	apis|A0A8R2A9P4
OG7_0002838	apis|A0A8R2AD59
OG7_0006446	apis|A0A8R2H8T1
OG7_0007678	apis|A0A8R2A4B6
OG7_0002834	apis|A0A8R2A9U1
OG7_0006779	apis|A0A8R2NJG4
OG7_0004251	ahos|F4B997
OG7_0006121	apis|A0A8R2D7K6
OG7_0006852	apis|C4WXK9
OG7_0007551	apis|A0A8R2B9I8
OG7_0001097	apis|A0A8R2H9Y2
OG7_0000712	apis|A0A8R2D135
OG7_0000101	apis|A0A8R2NV27
OG7_0007885	apis|A0A8R2B6R6
OG7_0008025	apis|A0A8R1W562
OG7_0008150	apis|A0A8R2D3T3
OG7_0000660	apis|A0A8R2D3N6
OG7_0004871	ahos|F4B616
OG7_0002648	apis|A0A8R2A8E9
OG7_0006272	apis|A0A8R2F7W4
OG7_0001247	apis|A0A8R2JQS8
OG7_0002142	apis|A0A8R2ABG9
OG7_0003547	apis|A0A8R1W2K1
OG7_0001030	apis|A0A8R1XF70
OG7_0002644	ahos|F4B8F1
OG7_0003991	apis|A0A8R2B5Y1
OG7_0000219	apis|A0A8R2JV44
OG7_0007221	apis|A0A8R2NPA6
OG7_0003135	apis|A0A8R1W5Y4
OG7_0005004	ahos|F4B608
OG7_0005865	apis|A0A8R1W9L4
OG7_0004521	ahos|F4B4U4
OG7_0004370	ahos|F4B7I7
OG7_0008322	apis|A0A8R2JRP2
OG7_0005008	ahos|F4B941
OG7_0002309	apis|A0A8R2A2N2
OG7_0008617	apis|C4WUU5
OG7_0003493	apis|A0A8R2B6S1
OG7_0003828	apis|A0A8R1W8N3
OG7_0008042	apis|A0A8R1W2T6
OG7_0003651	apis|A0A8R2B9M7
OG7_0003824	apis|A0A8R2A465
OG7_0002050	apis|A0A8R2NVQ6
OG7_0003578	apis|A0A8R2JNQ0
OG7_0007315	apis|A0A8R2FEP1
OG7_0001278	apis|A0A8R2B9Q2
OG7_0007837	apis|A0A8R1W1U9
OG7_0002677	apis|A0A8R2AD54
OG7_0003574	apis|A0A8R1W641
OG7_0005629	apis|A0A8R2A934
OG7_0001713	apis|A0A8R2FBB2
OG7_0007400	apis|A0A8R1W298
OG7_0001274	apis|A0A8R2JNF2
OG7_0004389	ahos|F4B3Q6
OG7_0005773	apis|A0A8R2FCU3
OG7_0005214	apis|A0A8R2FDB0
OG7_0003860	apis|A0A8R2NVI9
OG7_0002715	apis|A0A8R2B5Y0
OG7_0000009	apis|A0A8R2NTI1
OG7_0005130	apis|A0A8R2FAI4
OG7_0005218	apis|A0A8R2B1B7
OG7_0005483	apis|A0A8R2NTB5
OG7_0006029	apis|A0A8R2NRL3
OG7_0004346	ahos|F4B9N0
OG7_0003153	apis|X1X3U1
OG7_0008485	apis|A0A8R2F9R8
OG7_0001108	apis|C4WRW5
OG7_0003361	apis|A0A8R2D2S4
OG7_0000590	apis|A0A8R2NTK1
OG7_0001602	apis|A0A8R2NLG7
OG7_0001104	apis|A0A8R1TGR3
OG7_0006604	apis|A0A8R2NM94
OG7_0006711	apis|A0A8R1W2C9
OG7_0000585	apis|A0A8R2D5N5
OG7_0000628	apis|A0A8R2F6R2
OG7_0005981	apis|A0A8R2BAN2
OG7_0006102	apis|A0A8R2D774
OG7_0000122	apis|A0A8R2NJP9
OG7_0006608	apis|A0A8R2FDF9
OG7_0008490	apis|A0A8R2H4D3
OG7_0007709	apis|C4WVQ9
OG7_0000624	apis|A0A8R2F8J0
OG7_0000851	apis|A0A8R2F9Y6
OG7_0006349	apis|A0A8R2NS97
OG7_0000350	apis|A0A8R2H967
OG7_0004026	apis|C4WU35
OG7_0004067	ahos|F4B733
OG7_0002896	apis|A0A8R2FD33
OG7_0006386	apis|A0A8R2H7L8
OG7_0004502	ahos|F4B7N7
OG7_0004740	ahos|F4B3Q5
OG7_0007202	apis|A0A8R1W222
OG7_0002406	ahos|F4B4B3
OG7_0008301	apis|A0A8R2JUG2
OG7_0006795	apis|A0A8R1W0A3
OG7_0007961	apis|A0A8R1W1W1
OG7_0004819	ahos|F4BA71
OG7_0006623	apis|A0A8R2AFH6
OG7_0001989	apis|A0A8R2FBT9
OG7_0007056	apis|A0A8R1W6Y2
OG7_0001946	apis|C4WTP1
OG7_0008437	apis|A0A8R2NNX8
OG7_0000603	apis|A0A8R1W030
OG7_0000271	apis|A0A8R2NPT7
OG7_0007463	apis|A0A8R2D4Q0
OG7_0002791	apis|A0A8R2A4X7
OG7_0000537	ahos|F4B979
OG7_0001123	apis|A0A8R2JWR0
OG7_0006816	apis|C4WY52
OG7_0005197	apis|A0A8R2D1W6
OG7_0000145	apis|A0A8R2B704
OG7_0005910	apis|C4WUI3
OG7_0006780	apis|A0A8R1W8C7
OG7_0006470	apis|A0A8R1W5L8
OG7_0000756	apis|A0A8R2AE45
OG7_0000544	apis|A0A8R2NUH4
OG7_0008477	apis|A0A8R2D708
OG7_0005402	apis|A0A8R1TGR8
OG7_0000231	apis|A0A8R2AYP4
OG7_0000548	apis|C4WXT6
OG7_0002560	apis|A0A8R1VZB5
OG7_0006929	apis|A0A8R2D3G6
OG7_0001683	apis|B9ZYY7
OG7_0004143	ahos|F4B600
OG7_0003356	apis|A0A8R2B9T1
OG7_0002417	ahos|F4B7Z3
OG7_0000909	apis|C4WTV6
OG7_0004967	ahos|F4B5A6
OG7_0005263	apis|A0A8R2D561
OG7_0000827	ahos|F4B852
OG7_0006430	apis|A0A8R1VZJ6
OG7_0006183	apis|A0A8R1W1C1
OG7_0000866	apis|A0A8R1W0H7
OG7_0006807	apis|C4WWL6
OG7_0004926	ahos|F4B7L2
OG7_0001720	apis|A0A8R2NN03
OG7_0001296	apis|A0A8R1W8F8
OG7_0008444	apis|A0A8R2H8I0
OG7_0004605	ahos|F4B7J8
OG7_0003596	apis|A0A8R2A431
OG7_0000577	apis|A0A8R2NRD4
OG7_0008265	apis|A0A8R1TDB4
OG7_0008448	apis|A0A8R2NM50
OG7_0005081	apis|C4WVJ7
OG7_0001046	apis|A0A8R2FAG6
OG7_0007414	apis|A0A8R2FCU9
OG7_0007283	apis|A0A8R2D794
OG7_0007418	apis|A0A8R2H5T8
OG7_0001089	ahos|F4B647
OG7_0004583	ahos|F4B505
OG7_0007956	apis|A0A8R2AE50
OG7_0003750	apis|A0A8R2D116
OG7_0006497	apis|A0A8R2NJY9
OG7_0000682	apis|A0A8R2D1I0
OG7_0000184	apis|A0A8R2A4L5
OG7_0007061	apis|A0A8R2A2F8
OG7_0004798	ahos|F4B8X8
OG7_0005733	apis|A0A8R2FEP4
OG7_0005170	apis|A0A8R2H518
OG7_0000188	apis|A0A8R2NLF4
OG7_0004794	ahos|F4B3P7
OG7_0003205	apis|A0A8R2NN54
OG7_0005010	ahos|F4B5E5
OG7_0001505	apis|A0A8R2A4T9
OG7_0003199	apis|A0A8R2NLB1
OG7_0007696	apis|A0A8R1WC64
OG7_0001367	apis|A0A8R2NTU0
OG7_0001326	apis|A0A8R2A371
OG7_0005892	apis|C4WU26
OG7_0006543	apis|A0A8R2A6W3
OG7_0000761	apis|A0A8R2JVI5
OG7_0006534	apis|A0A8R1W5D6
OG7_0004842	ahos|F4B5F8
OG7_0001888	apis|A0A8R2FA84
OG7_0006241	apis|A0A8R2JQS4
OG7_0001884	apis|A0A8R2JUF0
OG7_0006538	apis|A0A8R1WAE2
OG7_0002171	apis|A0A8R2D5F2
OG7_0008540	apis|C4WY14
OG7_0008111	apis|A0A8R2JT86
OG7_0005777	apis|A0A8R2H502
OG7_0004914	ahos|F4B8G6
OG7_0001675	apis|A0A8R2D2P6
OG7_0002729	apis|A0A8R1W7N1
OG7_0005487	apis|C4WW35
OG7_0004918	ahos|F4B5F7
OG7_0002552	ahos|F4B7C5
OG7_0004456	ahos|F4B744
OG7_0003157	apis|A0A8R2D2F3
OG7_0006015	apis|A0A8R2H5A7
OG7_0006459	apis|A0A8R2BA69
OG7_0002468	ahos|F4B858
OG7_0005744	apis|A0A8R2ABP4
OG7_0002245	apis|A0A8R2JRQ9
OG7_0008071	apis|A0A8R2H468
OG7_0000440	apis|A0A8R2JLF7
OG7_0002464	apis|A0A8R2B7I3
OG7_0006175	apis|A0A8R2F9F6
OG7_0001569	ahos|F4B5D0
OG7_0004063	ahos|F4B9G1
OG7_0003269	apis|C4WTA9
OG7_0005748	apis|A0A8R2A2Z4
OG7_0006882	apis|C4WWW6
OG7_0007581	apis|A0A8R2HBM5
OG7_0002392	ahos|F4B5P3
OG7_0004281	ahos|F4B5P1
OG7_0007855	apis|A0A8R2BA81
OG7_0001532	ahos|F4B9M4
OG7_0002011	apis|A0A8R1W354
OG7_0003610	apis|C4WVB6
OG7_0003232	apis|A0A8R2D7F1
OG7_0006627	apis|C4WRJ0
OG7_0008180	apis|A0A8R2JR51
OG7_0003762	apis|A0A8R2FBS5
OG7_0001314	apis|A0A8R2AD44
OG7_0007275	apis|A0A8R2NTC5
OG7_0008433	apis|A0A8R2F7C0
OG7_0001318	apis|A0A8R2B5K6
OG7_0004575	ahos|F4B6Y1
OG7_0000607	apis|A0A8R2NS21
OG7_0006666	apis|A0A8R2FA91
OG7_0005435	apis|A0A8R2FCK1
OG7_0003739	apis|C4WSM4
OG7_0002095	apis|A0A8R2D7D8
OG7_0005561	apis|A0A8R1WXQ1
OG7_0004825	ahos|F4B887
OG7_0000965	apis|A0A8R2A306
OG7_0004210	ahos|F4B8X1
OG7_0005193	apis|A0A8R2AAV0
OG7_0004632	ahos|F4BA73
OG7_0007510	apis|A0A8R2A9M1
OG7_0004134	ahos|F4B7J1
OG7_0007141	apis|A0A8R2A6D2
OG7_0000379	apis|A0A8R2NMH1
OG7_0002080	apis|A0A8R2H7H6
OG7_0003681	apis|A0A8R2B8K9
OG7_0004138	ahos|F4B5K4
OG7_0001166	apis|A0A8R2A8T7
OG7_0004669	ahos|F4B5J4
OG7_0007467	apis|A0A8R2NUW2
OG7_0006091	apis|A0A8R2D706
OG7_0008195	apis|A0A8R2FD56
OG7_0006312	apis|A0A8R1W4A2
OG7_0002222	apis|A0A8R2JT25
OG7_0000533	ahos|F4B416
OG7_0001127	apis|A0A8R2JSU2
OG7_0007426	apis|A0A8R2NTB3
OG7_0008209	apis|A0A8R2FB24
OG7_0005785	apis|A0A8R2BA19
OG7_0004018	apis|A0A8R2H556
OG7_0002284	apis|A0A8R2B5T7
OG7_0008598	apis|A0A8R1W7D5
OG7_0005159	apis|A0A8R2NQZ8
OG7_0003489	apis|A0A8R2FBP8
OG7_0006915	apis|A0A8R1W150
OG7_0001687	apis|C4WSR1
OG7_0002413	apis|A0A8R2FDI3
OG7_0008594	apis|A0A8R1VYV4
OG7_0003446	apis|A0A8R2D6B3
OG7_0002288	ahos|F4B6I4
